,tanggal,jenis_kejadian_bencana,alamat,location,latitude,longitude
431,2020-08-30,Kebakaran,"Jl.Basuki Rahmat ( Ps.Gembrong ), Cipinang Besar Selatan, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Basuki Rahmat, Jatinegara, DKI Jakarta, 13360",-6.225494084186863,106.87750503683908
432,2020-08-29,Kebakaran,"Jl.H.Sanyar Gg.Merdeka 4, Penggilingan, Cakung,  Kota Administrasi Jakarta Timur","Jalan H Sanyar, Cakung, DKI Jakarta, 13940",-6.203586581350596,106.93941975219708
434,2020-08-29,Kebakaran,"Jl.Katelia Raya No..16, Kota Bambu Utara, Palmerah,  Kota Administrasi Jakarta Barat","Jalan Katalia Raya 16, Palmerah, DKI Jakarta, 11420",-6.182510012845739,106.79916997756771
435,2020-08-29,Kebakaran,"Jl.MSDM No..8 Kemang Selatan, Cipete Selatan, Cilandak,  Kota Administrasi Jakarta Selatan","Cipete Selatan, Cilandak, DKI Jakarta",-6.272099999999966,106.80307000000005
438,2020-08-30,Kebakaran,"Jl. Komplek PLN Blok A1, Kelapa Gading Timur, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Komplek PLN, Kelapa Gading, DKI Jakarta, 14240",-6.175289787126582,106.90434875828784
444,2020-08-30,Kebakaran,"Jl. Bendungan Hilir No.118, Bendungan Hilir, Tanah Abang,  Kota Administrasi Jakarta Pusat","Jalan Bendungan Hilir 118, Tanah Abang, DKI Jakarta, 10210",-6.208720014527771,106.81212001797377
445,2020-08-30,Kebakaran,"Jl. Tipar Cakung, Cakung Barat, Cakung,  Kota Administrasi Jakarta Timur","Jalan Tipar Cakung, Cakung, DKI Jakarta, 13910",-6.158995535802791,106.93312666485974
447,2020-08-31,Kebakaran,"Asrama Yon Zikon 13, Srengseng Sawah, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Srengseng Sawah 13, Jagakarsa, DKI Jakarta, 12640",-6.348390014073061,106.82016002331869
461,2020-08-31,Kebakaran,"Jl. Semanan Raya, Semanan, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Semanan Raya, Kalideres, DKI Jakarta, 11850",-6.159794950466505,106.70630507017779
463,2020-08-31,Kebakaran,"Jl. Kopaja, Rawa Buaya, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Kopaja, Cengkareng, DKI Jakarta, 11740",-6.162801774445539,106.73461265431277
464,2020-08-31,Kebakaran,"Jl. Menceng Raya, Tegal Alur, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Raya Menceng, Kalideres, DKI Jakarta, 11820",-6.124100233013903,106.71861412320689
465,2020-08-31,Kebakaran,"Jl. H. Kelik, Gg. Lada, Kelapa Dua, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan H Kelik, Kebon Jeruk, DKI Jakarta, 11550",-6.207768027309933,106.7676066528038
467,2020-08-03,Kebakaran,"Jl. Sagu, Jagakarsa, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Sagu, Jagakarsa, DKI Jakarta, 12620",-6.3171371173280635,106.81841305794983
468,2020-08-31,Kebakaran,"Komplek Sangrila Indah 2, Jl. Sakti 6 No. 13, Petukangan Selatan, Pesanggrahan,  Kota Administrasi Jakarta Selatan","Jalan Sakti 6 13, Pesanggrahan, DKI Jakarta, 12340",-6.240736711995031,106.75969187540018
1072,2020-04-01,Kebakaran,"Jl. Waru, Kebagusan, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Waru, Pasar Minggu, DKI Jakarta, 12520",-6.313225398633723,106.83368866351564
1073,2020-04-01,Kebakaran,"Jl. Tiar (Titik Kenal Elnusa), Rawa Badak Selatan, Koja,  Kota Administrasi Jakarta Utara","Jalan Tiar, Koja, DKI Jakarta, 14230",-6.133108051889744,106.89941859054383
1074,2020-04-01,Kebakaran,"Jl. Pangeran, Bale Kambang, Kramat Jati,  Kota Administrasi Jakarta Timur","Jalan Pangeran, Kramatjati, DKI Jakarta, 13530",-6.28130567168746,106.8529998147924
1080,2020-04-01,Kebakaran,"Jl.Teluk Semangka Blok C No..2, Duren Sawit, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Teluk Semangka 2, Duren Sawit, DKI Jakarta, 13440",-6.239369016448715,106.91065379781413
1091,2020-04-02,Kebakaran,"Jl. Kayu Tinggi, Cakung Timur, Cakung,  Kota Administrasi Jakarta Timur","Jalan Kayu Tinggi, Cakung, DKI Jakarta, 13910",-6.165532195767379,106.9486707642305
1092,2020-04-02,Kebakaran,"Jl. Kartini, Kartini, Sawah Besar,  Kota Administrasi Jakarta Pusat","Jalan Kartini, Sawah Besar, DKI Jakarta, 10750",-6.154684944150354,106.83576507346507
1093,2020-04-02,Kebakaran,"Jl. Basuki Gg. Anggrek, Cilangkap, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Basuki, Cipayung, DKI Jakarta, 13870",-6.336093301150519,106.9062532088379
1094,2020-04-03,Kebakaran,"Jl. Raya Bogor No.13, Kramat Jati, Kramat Jati,  Kota Administrasi Jakarta Timur","Jalan Raya Bogor 13, Kramatjati, DKI Jakarta, 13510",-6.272470004052138,106.86703003331417
1095,2020-04-03,Kebakaran,"Jl. Puskesmas, Kalisari, Pasar Rebo,  Kota Administrasi Jakarta Timur","Jalan Puskesmas, Pasar Rebo, DKI Jakarta, 13790",-6.334637409607751,106.85180987229788
1096,2020-04-03,Kebakaran,"Jl. Pangeran Antasari , Cipete Selatan, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Pangeran Antasari, Cilandak, DKI Jakarta, 12410",-6.270134627572547,106.80876603617264
1097,2020-04-03,Kebakaran,"Jl. Bakti Cilandak KKO, Cilandak Timur, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Bakti, Pasar Minggu, DKI Jakarta, 12560",-6.304864379660194,106.81065500888477
1098,2020-04-03,Kebakaran,"Jl. Raya Pasar Minggu No. 29, duren Tiga, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Pasar Minggu Raya 29, Pancoran, DKI Jakarta, 12760",-6.254911798341317,106.842712365685
1103,2020-04-04,Kebakaran,"Jl. Cikini Raya (Depan Laba - Laba), Cikini, Menteng,  Kota Administrasi Jakarta Pusat","Jalan Cikini Raya, Menteng, DKI Jakarta, 10330",-6.188044939743378,106.83621509784655
1110,2020-04-05,Kebakaran,"Jl.Jembatan Besi 12, Jembatan Besi, Tambora,  Kota Administrasi Jakarta Barat","Jalan Jembatan Besi I 12, Tambora, DKI Jakarta, 11290",-6.1491499962979645,106.79726996775588
1114,2020-04-05,Kebakaran,"Jl. Gading Kirana Blok 10 No.57, Kelapa Gading Barat, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Gading Kirana 10, Kelapa Gading, DKI Jakarta, 14240",-6.1431020080696195,106.8968178041035
1115,2020-04-05,Kebakaran,"Jl. Raya Kembangan, Kembangan Selatan, Kembangan,  Kota Administrasi Jakarta Barat",Kantor Walikota Administrasi Jakarta Barat,-6.184829999999977,106.73777000000007
1116,2020-04-05,Kebakaran,"Jl. Pengadegan Barat IV, Pengadegan, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Pengadegan Barat, Pancoran, DKI Jakarta, 12770",-6.249441718281414,106.85123270962237
1118,2020-04-05,Kebakaran,"Jl. Panca Warga No.37, Cipinang Besar Selatan, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Panca Warga V 37, Jatinegara, DKI Jakarta, 13360",-6.238913854243308,106.88202714537505
1122,2020-04-06,Kebakaran,"Jl. Jambu Air, No. 45, Pegadungan, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Jambu Air 45, Kalideres, DKI Jakarta, 11830",-6.1409555475892725,106.71541578472252
1127,2020-04-06,Kebakaran,"Jl. Sukapura, Gg. Salon, Sukapura, Cilincing,  Kota Administrasi Jakarta Utara","Suka Pura, Cilincing, DKI Jakarta",-6.148339999999962,106.92778000000004
1130,2020-04-06,Kebakaran,"Jl. Muara Karang Raya, Blok A6 Utara, No. 217, Pluit, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Muara Karang Raya A/6, Penjaringan, DKI Jakarta, 14450",-6.116489994393888,106.77942003439153
1131,2020-04-07,Kebakaran,"Jl.Mega Kuningan Barat No.3, Kuningan Timur, Setiabudi,  Kota Administrasi Jakarta Selatan","Jalan Mega Kuningan Barat 3, Setiabudi, DKI Jakarta, 12950",-6.228140004085446,106.82456999403638
1133,2020-04-07,Kebakaran,"Jl. Mangga Raya No..8 A ( Toko Pismanis ), Duri Kepa, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Mangga Raya 8, Kebon Jeruk, DKI Jakarta, 11510",-6.17314000901446,106.77775999846762
1137,2020-04-08,Kebakaran,"Jl.Kejaksaan 2 No..10, Ciledug, Ciledug, Kota Tangerang","Jalan Kejaksaan II 10, Larangan, Tangerang Kota, Banten, 15156",-6.2264433436363635,106.73666246915928
1141,2020-04-08,Kebakaran,"Jl. H. Ririn / Adhiyaksa II, Lebak Bulus, Cilandak,  Kota Administrasi Jakarta Selatan","Lebak Bulus, Cilandak, DKI Jakarta",-6.30007999999998,106.77930000000003
1144,2020-04-08,Kebakaran,"Jl. Tipar Cakung, Semper Barat, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Tipar Cakung, Cilincing, DKI Jakarta, 14130",-6.132606368093237,106.92050833617766
1147,2020-04-09,Kebakaran,"kolintamil Jl. Pelabuhan Pos 9, Tanjung Priok, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Pelabuhan Raya, Tanjung Priok, DKI Jakarta, 14310",-6.107311697989149,106.8866390310385
1148,2020-04-09,Kebakaran,"Jl. Empang Bahagia, Gg. N, No. 13, Grogol, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Empang Bahagia 13, Grogol Petamburan, DKI Jakarta, 11460",-6.158439994863443,106.7889700395935
1149,2020-04-09,Kebakaran,"Jl. Kerta Jaya, Penjaringan, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Kerta Jaya, Penjaringan, DKI Jakarta, 14440",-6.134266456748876,106.79957612981488
1153,2020-04-10,Kebakaran,"Jl.Adhi Karya No..15, Kedoya Selatan, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Adhi Karya I 15, Kebon Jeruk, DKI Jakarta, 11520",-6.1775688648650355,106.75679607405827
1157,2020-04-10,Kebakaran,"Jl.Karang Tengah 1 No..12, Lebak Bulus, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Karang Tengah 1 12, Cilandak, DKI Jakarta, 12440",-6.310549996006557,106.78206997308047
1158,2020-04-10,Kebakaran,"Jl.Camar 3 Blok C 27, Sukapura, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Camar 3, Cilincing, DKI Jakarta, 14130",-6.115842568157774,106.92231339211722
1160,2020-04-10,Kebakaran,"Jl.Kamal Raya No..11, Tegal Alur, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Kamal Raya 11, Kalideres, DKI Jakarta, 11820",-6.122970001829302,106.72107997663369
1161,2020-04-11,Kebakaran,"Jl. Karet Gugusan, Karet, Setiabudi,  Kota Administrasi Jakarta Selatan","Karet, Setiabudi, DKI Jakarta",-6.213739999999973,106.82634000000007
1162,2020-04-10,Kebakaran,"Jl. Kamal Raya, Tegal Alur, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Kamal Raya, Kalideres, DKI Jakarta, 11820",-6.104790100387514,106.71024067426528
1163,2020-04-11,Kebakaran,"Jl. Buaran lll, Klender, Duren Sawit,  Kota Administrasi Jakarta Timur","Klender, Duren Sawit, DKI Jakarta",-6.221209999999928,106.90722000000005
1164,2020-04-11,Kebakaran,"Jl. SMA 14 Jakarta No..19, Cawang, Kramat Jati,  Kota Administrasi Jakarta Timur","Jalan SMA 14 19, Kramatjati, DKI Jakarta, 13580",-6.258129992642495,106.86901998094703
1170,2020-04-11,Kebakaran,"Jl. Gading Kirana, Kelapa Gading Barat, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Gading Kirana, Kelapa Gading, DKI Jakarta, 14240",-6.145779851387901,106.90117985965657
1171,2020-04-11,Kebakaran,"Jl. Pulo Nangka II, Kayu Putih, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Pulo Nangka 2, Pulogadung, DKI Jakarta, 13260",-6.178070483756475,106.89344791131579
1172,2020-04-11,Kebakaran,"Jl. Bekasi Timur IV, Cipinang Besar Utara, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Bekasi Timur IV, Jatinegara, DKI Jakarta, 13370",-6.21817584844032,106.87775903320602
1177,2020-04-12,Kebakaran,"Jl. Teluk Semangka, Blok C4, No. 7 (Komplek AL), Duren Sawit, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Teluk Semangka 7, Duren Sawit, DKI Jakarta, 13440",-6.240285014833258,106.91053420647532
1180,2020-04-12,Kebakaran,"Komplek Jembatan Dua, Penjaringan, Penjaringan,  Kota Administrasi Jakarta Utara","Penjaringan, DKI Jakarta",-6.131649999999979,106.79270000000008
1181,2020-04-12,Kebakaran,"Jl. Tipar Cakung, Gg. Sengon, Sukapura, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Tipar Cakung, Cilincing, DKI Jakarta, 14140",-6.145746660353244,106.92308585822634
1182,2020-04-12,Kebakaran,"Jl. Panglima Polim, No. 29, Gandaria Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Panglima Polim V 29, Kebayoran Baru, DKI Jakarta, 12160",-6.251610003528938,106.79818996544844
1183,2020-04-12,Kebakaran,"Jl. Ciputat Raya, No. 18, Pondok Pinang, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Ciputat Raya 18, Kebayoran Lama, DKI Jakarta, 12230",-6.285329980908585,106.77171002457465
1184,2020-04-13,Kebakaran,"Jl. Agung Timur IX, Blok N2, Sunter Agung, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Agung Timur I 2, Tanjung Priok, DKI Jakarta, 14350",-6.144389997303662,106.87767999566984
1185,2020-04-13,Kebakaran,"Jl. H. Ashari, Kedoya Selatan, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Kedoya Selatan, Kebon Jeruk, DKI Jakarta",-6.184159999999963,106.76406000000009
1188,2020-04-13,Kebakaran,"Jl.Empang Tanah No..80 ( Masdjid Al - Husnah ), Klender, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Empang, Duren Sawit, DKI Jakarta, 13470",-6.223079974866977,106.9066606850442
1192,2020-04-13,Kebakaran,"Jl.Panglima Polim Raya No..61, Melawai, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Panglima Polim I 61, Kebayoran Baru, DKI Jakarta, 12160",-6.247588983360458,106.79936490723964
1193,2020-04-13,Kebakaran,"Jl.Puri Indah Raya Blok A No..16, Kembangan selatan, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Puri Indah Raya 16, Kembangan, DKI Jakarta, 11610",-6.187099984934136,106.73557002411019
1206,2020-04-13,Kebakaran,"Jl.Empang Bahagia Raya No..1H, Jelambar, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Empang Bahagia 1H, Grogol Petamburan, DKI Jakarta, 11460",-6.159049987867036,106.79039999227524
1207,2020-04-13,Kebakaran,"Jl.Bakti 1 ( Masjid Al - Zamiah ), Kapuk, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Bakti, Cengkareng, DKI Jakarta, 11720",-6.143729943383356,106.74123007186748
1208,2020-04-13,Kebakaran,"Jl.Flamboyan Gg.Jaya 1 ( SDN 16 Cengkareng ), Cengkareng Barat, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Flamboyan 1, Cengkareng, DKI Jakarta, 11730",-6.132370012873963,106.72639997057917
1214,2020-04-14,Kebakaran,"Jl.Pasar Pagi, Cilincing, Cilincing,  Kota Administrasi Jakarta Utara","Cilincing, DKI Jakarta",-6.101659999999981,106.93839000000008
1215,2020-04-13,Kebakaran,"Jl.Bangka VIII, Pela Mampang, Mampang Prapatan,  Kota Administrasi Jakarta Selatan","Jalan Bangka VIII, Mampang Prapatan, DKI Jakarta, 12720",-6.249283011895068,106.82013676050904
1217,2020-04-14,Kebakaran,"Jl.Tanggul Banjir Kanal BArat ( Pasar Gili ), Jati Pulo, Palmerah,  Kota Administrasi Jakarta Barat","Jati Pulo, Palmerah, DKI Jakarta",-6.1790399999999295,106.80234000000007
1219,2020-04-13,Kebakaran,"Jl.Pengasinan Pulau Sebira, Pulau Harapan, Kep. Seribu Utara,  Kab. Administrasi Kep. Seribu","Pulau Harapan, Kepulauan Seribu Utara, DKI Jakarta",-5.652519999999981,106.57800000000009
1220,2020-04-13,Kebakaran,"Jl.Mangga Besar IX No..08, Tangki, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Mangga Besar IX 8, Tamansari, DKI Jakarta, 11160",-6.147869995864042,106.82439003457517
1223,2020-04-14,Kebakaran,"Jl. Swasembada II No.37C, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Swasembada Barat II 37C, Tanjung Priok, DKI Jakarta, 14320",-6.12606747820049,106.88929529297499
1225,2020-04-14,Kebakaran,"Jl. H. Jian No.43, Cipete Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan H Jian 43, Kebayoran Baru, DKI Jakarta, 12150",-6.264889997553496,106.80425997209
1227,2020-04-14,Kebakaran,"Halaman Parkir Kantor Kelurahan Rawa Bunga, Rawa bunga, Jatinegara,  Kota Administrasi Jakarta Timur","Rawa Bunga, Jatinegara, DKI Jakarta",-6.218209999999942,106.87035000000009
1237,2020-04-15,Kebakaran,"Komplek PLN, Cipete Selatan, Cilandak,  Kota Administrasi Jakarta Selatan","Cipete Selatan, Cilandak, DKI Jakarta",-6.272099999999966,106.80307000000005
1240,2020-04-15,Kebakaran,"Rusun Marunda, Blok B1, Masjid Al- Hijrah, Marunda, Cilincing,  Kota Administrasi Jakarta Utara","Marunda, Cilincing, DKI Jakarta",-6.118959999999959,106.95709000000005
1242,2020-04-16,Kebakaran,"Jl.Bina Marga No..24 ( Depan Koren Schppl ), Ceger, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Bina Marga 24, Cipayung, DKI Jakarta, 13820",-6.3194200193134265,106.89008001558955
1248,2020-04-16,Kebakaran,"Komplek PIK ( Depan Kelurahan Pengilingan, Penggilingan, Cakung,  Kota Administrasi Jakarta Timur","Penggilingan, Cakung, DKI Jakarta",-6.200469999999939,106.93513000000007
1255,2020-04-17,Kebakaran,"Jl.Bojong Raya No..11, Rawa Buaya, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Bojong Raya 11, Cengkareng, DKI Jakarta, 11740",-6.170799991195466,106.7286200014542
1256,2020-04-17,Kebakaran,"Jl.Erha Gg.Sadam, Depok, Depok, Kota Depok","Depok, Cirebon Kabupaten, Jawa Barat",-6.731449999999938,108.43972000000008
1259,2020-04-17,Kebakaran,"Jl. Pegangsaan Dua Raya, Pegangsaan Dua, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Pegangsaan Dua, Kelapa Gading, DKI Jakarta, 14250",-6.161121239295372,106.91999175028329
1261,2020-04-17,Kebakaran,"Rukan Plaza 5 Blok. O3 Jl. Margaguna, Gandaria Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Marga Guna, Kebayoran Baru, DKI Jakarta, 12140",-6.263097347133891,106.78678349826015
1264,2020-04-17,Kebakaran,"Jl. Angin Sejuk IV Kebon Baru Gg. Pipit, Semper Barat, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Angin Sejuk IV, Cilincing, DKI Jakarta, 14130",-6.114219944511639,106.9228701046309
1276,2020-04-18,Kebakaran,"Gedung gria Lestari Blok G1 No. 39, Sukapura, Cilincing,  Kota Administrasi Jakarta Utara","Suka Pura, Cilincing, DKI Jakarta",-6.148339999999962,106.92778000000004
1281,2020-04-18,Kebakaran,"Jl. Lada Dalam, Pinangsia, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Lada Dalam, Tamansari, DKI Jakarta, 11110",-6.135482234076618,106.81521542514413
1294,2020-04-19,Kebakaran,"Jl.Sulaiman, Kelapa Dua, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Sulaiman, Kebon Jeruk, DKI Jakarta, 11540",-6.206244151177327,106.77887667923444
1299,2020-04-19,Kebakaran,"Kavling BRI Blok C No..1, Meruya Selatan, Kembangan,  Kota Administrasi Jakarta Barat","Kavling BRI, Kembangan, DKI Jakarta, 11650",-6.207499117632969,106.73404268325599
1305,2020-04-20,Kebakaran,"Jl. Senopati Dalam II, Senayan, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Senopati Dalam II, Kebayoran Baru, DKI Jakarta, 12190",-6.226600142187573,106.80456435556886
1306,2020-04-20,Kebakaran,"Jl. Pangeran Antasari , Bangka, Mampang Prapatan,  Kota Administrasi Jakarta Selatan","Jalan Pangeran Antasari, Mampang Prapatan, DKI Jakarta, 12730",-6.261929329446686,106.8126704313298
1307,2020-04-20,Kebakaran,"Jl. Muhtar Raya Gg. Jaelani, Petukangan Utara, Pesanggrahan,  Kota Administrasi Jakarta Selatan","Petukangan Utara, Pesanggrahan, DKI Jakarta",-6.229089999999928,106.75732000000005
1308,2020-04-20,Kebakaran,"Jl. Raya Pemuda, Jati, Pulogadung,  Kota Administrasi Jakarta Timur","Jati, Pulogadung, DKI Jakarta",-6.201689999999928,106.89707000000004
1309,2020-04-20,Kebakaran,"Jl. Kamal Muara Gg. Lulut No..44, Kamal Muara, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Kamal Muara 44, Penjaringan, DKI Jakarta, 14470",-6.098699001108822,106.71413660338223
1310,2020-04-20,Kebakaran,"Jl. Kali Baru Timur Pangkalan Pasir, Kalibaru, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Kali Baru Timur, Cilincing, DKI Jakarta, 14110",-6.100334779906238,106.92656091668846
1311,2020-04-21,Kebakaran,"Jl. Kembang II, Kwitang, Senen,  Kota Administrasi Jakarta Pusat","Jalan Kembang 2, Senen, DKI Jakarta, 10420",-6.183037192010192,106.8374796935843
1332,2020-04-21,Kebakaran,"Komp DKI Blok CC No. 8, Joglo, Kembangan,  Kota Administrasi Jakarta Barat","Joglo, Kembangan, DKI Jakarta",-6.215999999999951,106.73756000000009
1344,2020-04-21,Kebakaran,"Jl. Sungai Bambu 6B (Kolong Tol Wiyoto Wiyono), Sungai Bambu, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Sungai Bambu 6B, Tanjung Priok, DKI Jakarta, 14330",-6.129045608607459,106.88733074661117
1345,2020-04-22,Kebakaran,"Jl.Tongkol, Ancol, Pademangan,  Kota Administrasi Jakarta Utara","Jalan Tongkol, Pademangan, DKI Jakarta, 14430",-6.128778705884011,106.81119772031694
1349,2020-04-22,Kebakaran,"Jl.Pahlawan Revolusi No..9, Klender, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Pahlawan Revolusi 9, Duren Sawit, DKI Jakarta, 13470",-6.224339984461821,106.89911998198329
1352,2020-04-22,Kebakaran,"Jl.Kerajinan Kebun Sayur 1 No..5, Keagungan, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Kerajinan, Tamansari, DKI Jakarta, 11130",-6.153109719176617,106.81581256070504
1359,2020-04-22,Kebakaran,"Jl.Slamet Riyadi 1 Gg.Buntu, Kebon Manggis, Matraman,  Kota Administrasi Jakarta Timur","Jalan Slamet Riyadi 1, Matraman, DKI Jakarta, 13150",-6.210959994332384,106.85867998137076
1362,2020-04-22,Kebakaran,"Gg.Langgar, Gandaria Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Gandaria Utara, Kebayoran Baru, DKI Jakarta",-6.257709999999975,106.78963000000005
1364,2020-04-23,Kebakaran,"Jl.Agung Barat 33 ( Masjid Nurul Wato ), Sunter Agung, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Agung Barat V 33, Tanjung Priok, DKI Jakarta, 14330",-6.14294001187335,106.85933997242682
1365,2020-04-23,Kebakaran,"Jl.Masjid  No..15, Lenteng Agung, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Masjid, Jagakarsa, DKI Jakarta, 12610",-6.34093777934045,106.83652552188218
